"","head_x","head_y","head_p","center_x","center_y","center_p","leftleg_x","leftleg_y","leftleg_p","rightleg_x","rightleg_y","rightleg_p","Movement_head","Movement_center","Movement_leftleg","Movement_rightleg","All_bp_movements_Animal_1_sum","All_bp_movements_Animal_1_mean","All_bp_movements_Animal_1_min","All_bp_movements_Animal_1_max","Mean_All_bp_movements_Animal_1_mean_2","Sum_All_bp_movements_Animal_1_mean_2","Mean_All_bp_movements_Animal_1_mean_5","Sum_All_bp_movements_Animal_1_mean_5","Mean_All_bp_movements_Animal_1_mean_6","Sum_All_bp_movements_Animal_1_mean_6","Mean_All_bp_movements_Animal_1_mean_7.5","Sum_All_bp_movements_Animal_1_mean_7.5","Mean_All_bp_movements_Animal_1_mean_15","Sum_All_bp_movements_Animal_1_mean_15","Sum_probabilities","Mean_probabilities","Low_prob_detections_0.1","Low_prob_detections_0.5","Low_prob_detections_0.75","walk"
"132",121.330956,788.132,0.10408687,108.082405,766.84216,0.18991335,127.06828,775.9021,0.14912586,112.6988,795.2852,0.18492532,30.05023,86.83873,5.553985,0.62948626,123.07243,30.768108,0.62948626,86.83873,26.663319,53.326637,24.526003,122.63001,21.830818,130.98491,24.232948,169.63063,21.28888,319.3332,0.6280514,0.15701285,0,4,4,1
"133",121.330956,787.6417,0.11443973,108.082405,766.84216,0.18352735,127.01984,775.6866,0.15992934,112.64387,795.2852,0.17057043,3.7467172,0,1.6880125,0.41977412,5.8545036,1.4636259,0,3.7467172,16.115868,32.231735,12.140051,60.700256,20.682274,124.09364,18.921219,132.44853,21.14933,317.23993,0.62846684,0.15711671,0,4,4,1
"134",121.330956,787.6417,0.12119813,107.48007,766.84216,0.17824645,126.78964,775.4703,0.16111147,112.64387,795.4022,0.15569405,0,4.6028814,2.4138598,0.89411885,7.91086,1.977715,0,4.6028814,1.7206705,3.441341,11.939715,59.698578,10.446328,62.67797,18.010193,126.07136,20.105463,301.58194,0.6162501,0.15406252,0,4,4,1
"135",120.62159,787.59863,0.12847903,110.29996,777.0864,0.20914912,126.78964,775.4703,0.16905378,112.78117,795.4022,0.17707348,5.4307914,81.195816,0,1.0492604,87.67587,21.918968,0,81.195816,11.948341,23.896683,15.73739,78.68695,13.602924,81.617546,12.085278,84.59694,21.20579,318.08682,0.6837554,0.17093885,0,4,4,1
"136",120.62159,787.1897,0.120477416,110.29996,777.06506,0.19957837,126.769325,775.2922,0.18911059,112.9754,795.4022,0.16757083,3.124985,0.16324548,1.369828,1.4842513,6.142309,1.5355773,0.16324548,3.124985,11.727273,23.454546,11.532799,57.663994,13.37042,80.22253,11.879018,83.15312,20.732908,310.99362,0.6767372,0.1691843,0,4,4,1
"137",120.62159,776.7408,0.11783709,121.267876,777.0864,0.18030612,126.78964,775.1822,0.17286563,112.9754,793.958,0.14137687,79.84803,83.8143,0.8547008,11.036327,175.55336,43.88834,0.8547008,83.8143,22.711958,45.423916,14.156845,70.784225,16.925388,101.55234,17.730124,124.11086,21.468899,322.03348,0.6123857,0.15309642,0,4,4,1
"138",120.62159,776.73,0.12581933,121.372696,777.0864,0.1992833,126.769325,774.864,0.18777902,112.9754,784.63153,0.14145374,0.08255558,0.8010106,2.436377,71.270645,74.59059,18.647648,0.08255558,71.270645,31.267994,62.535988,17.593649,87.96825,14.905313,89.43188,17.171427,120.19998,22.40638,336.0957,0.6543354,0.16358384,0,4,4,1
"139",120.62159,776.54974,0.12664196,121.472984,777.32904,0.18090162,126.871376,774.864,0.16372342,110.02574,780.8955,0.128383,1.3773255,2.006156,0.779847,36.37537,40.5387,10.134675,0.779847,36.37537,14.391161,28.782322,19.225042,96.125206,16.350487,98.10292,14.223793,99.56655,22.779634,341.69452,0.59964997,0.14991249,0,4,4,1
"140",120.4247,776.73,0.13557628,121.938034,777.8684,0.17772996,126.98012,774.864,0.18299535,109.882034,780.7077,0.13814195,2.0398145,5.4422426,0.83097786,1.8071184,10.120153,2.5300384,0.83097786,5.4422426,6.3323565,12.664713,15.347256,76.73628,16.442541,98.65524,14.376138,100.632965,18.115149,271.72723,0.6344435,0.15861088,0,4,4,1
"141",121.068985,771.5558,0.11611293,121.938034,777.8684,0.16554543,126.98012,774.64496,0.16762185,109.24112,780.7077,0.14184934,39.84528,0,1.6739659,4.8977146,46.41696,11.60424,0,39.84528,7.0671396,14.134279,17.360989,86.80494,14.72342,88.340515,15.751355,110.25949,16.312382,244.68575,0.59112954,0.14778239,0,4,4,1
"142",121.72829,771.5558,0.12815925,121.472984,777.8684,0.15514727,126.856064,774.3346,0.14418861,108.89835,780.7077,0.14073654,5.0382223,3.553796,2.554165,2.619332,13.765515,3.4413788,2.554165,5.0382223,7.5228095,15.045619,9.271596,46.35798,15.041054,90.24632,13.1117,91.7819,15.984815,239.77222,0.5682317,0.14205793,0,4,4,1
"143",121.068985,771.6514,0.11866398,121.781906,786.29865,0.15211326,127.130585,775.1027,0.14605291,108.89835,780.87854,0.1291273,5.0909586,64.465034,6.2334495,1.3054975,77.09494,19.273735,1.3054975,64.465034,11.357557,22.715115,9.396813,46.984066,10.93862,65.631714,15.645722,109.52006,13.043505,195.65257,0.54595745,0.13648936,0,4,4,1
"144",121.17239,776.41455,0.10919044,120.76668,777.8581,0.1362026,126.856064,774.3346,0.1280705,108.89835,780.87854,0.118423894,36.407192,64.965515,6.2334495,0,107.60616,26.90154,0,64.965515,23.087639,46.175278,12.750187,63.750935,12.314268,73.885605,13.219037,92.53326,14.638314,219.57472,0.49188745,0.12297186,0,4,4,1
"145",121.17239,776.41455,0.1084556,120.58145,777.8581,0.15085697,126.44601,773.8031,0.13127217,109.87289,784.3606,0.12491516,0,1.415455,5.129848,27.631496,34.1768,8.5442,0,27.631496,17.72287,35.44574,13.953019,69.7651,12.049189,72.295135,11.775687,82.42981,15.012555,225.18832,0.5154999,0.12887497,0,4,4,1
"146",121.17239,776.41455,0.11308495,120.58145,777.8581,0.1448678,115.81724,759.6786,0.115027584,121.35545,784.3606,0.116310075,0,0,135.08247,87.746956,222.82944,55.70736,0,135.08247,32.12578,64.25156,22.773643,113.86822,20.912075,125.47246,18.28607,128.00249,17.222477,258.33716,0.48929042,0.122322604,0,4,4,1
"147",120.9626,776.59485,0.10504667,120.58145,777.8581,0.13818802,115.690414,759.67645,0.12874651,121.35545,784.3606,0.11557757,2.1138873,0,0.9692909,0,3.0831783,0.7707946,0,2.1138873,28.239077,56.478153,22.239527,111.19763,19.1065,114.63901,18.03475,126.24325,15.222655,228.33984,0.48755878,0.121889696,0,4,4,1
"148",121.17239,776.41455,0.101281606,106.440704,765.9247,0.1578465,115.690414,759.53345,0.11870361,121.35545,784.24243,0.10479625,2.1138873,141.39662,1.092812,0.90298074,145.50632,36.37658,0.90298074,141.39662,18.573687,37.147373,25.660095,128.30048,24.595701,147.5742,21.573656,151.0156,17.550186,263.25278,0.48262796,0.12065699,0,4,4,1
"149",121.4986,776.6461,0.118235484,105.9209,764.71533,0.15960339,115.63466,759.38885,0.1389893,121.16401,783.6523,0.11536383,3.0570023,10.059077,1.1842406,4.7411327,19.041452,4.760363,1.1842406,10.059077,20.568472,41.136944,21.23186,106.159294,22.176805,133.06084,21.762081,152.33458,17.735697,266.03543,0.532192,0.133048,0,4,4,1
"150",123.14287,773.4171,0.1155431,105.70717,763.65,0.14164647,115.26744,759.38885,0.1482694,121.16401,783.4035,0.103060044,27.69026,8.303041,2.80619,1.9011103,40.700603,10.175151,1.9011103,27.69026,7.467757,14.935514,21.55805,107.790245,19.389074,116.33445,20.462284,143.236,16.952774,254.29163,0.50851905,0.12712976,0,4,4,1
"151",121.87818,776.5937,0.122260556,105.9209,764.71533,0.15439014,115.63466,759.38885,0.1578811,121.16401,783.3574,0.118825145,26.127716,8.303041,2.80619,0.35214382,37.58909,9.397272,0.35214382,26.127716,9.786211,19.572422,12.296032,61.48016,19.531254,117.18752,17.961674,125.73172,17.476887,262.15332,0.55335695,0.13833924,0,4,4,1
"152",121.87818,776.5937,0.112395525,105.9209,764.71533,0.1552621,115.87812,759.39606,0.15982541,121.27032,783.322,0.11222455,0,0,1.8612878,0.8562372,2.717525,0.67938125,0,1.8612878,5.0383267,10.0766535,12.277749,61.38875,10.359923,62.159542,16.838129,117.8669,14.596291,218.94435,0.5397076,0.1349269,0,4,4,1
"153",121.87818,776.5937,0.13030413,120.49501,764.71533,0.16399884,115.63466,759.39606,0.12496679,121.5398,782.41376,0.13407302,0,111.37179,1.8604739,7.2397957,120.47206,30.118015,0,111.37179,15.398698,30.797396,11.026036,55.130184,15.251127,91.50676,13.182508,92.27756,15.360982,230.41472,0.5533428,0.1383357,0,4,4,1
"154",122.7404,773.4171,0.12050817,120.49501,764.5259,0.1388627,114.849846,759.39606,0.11721956,122.117134,780.9004,0.11602394,25.152927,1.4477543,5.997348,12.377733,44.97576,11.24394,1.4477543,25.152927,20.680977,41.361954,12.322752,61.613758,11.062354,66.37412,14.678672,102.7507,15.434933,231.52399,0.4926144,0.1231536,0,4,4,1
"155",122.7404,772.7597,0.12260423,120.49501,764.5259,0.14882503,126.25871,772.0304,0.12845401,122.117134,776.8072,0.11373343,5.023763,0,130.08699,31.279234,166.38998,41.597496,0,130.08699,26.42072,52.84144,18.607222,93.0361,17.201876,103.21126,15.424517,107.97162,18.03943,270.59146,0.5136167,0.12840417,0,4,4,1
"156",122.7404,761.5264,0.12250143,120.21218,764.4985,0.15276313,124.643814,757.00446,0.124146186,121.5398,768.654,0.117529556,85.84194,2.1714342,115.485794,62.460747,265.95993,66.48998,2.1714342,115.485794,54.04374,108.08748,30.025763,150.12881,26.58768,159.5261,24.243034,169.70123,21.698479,325.4772,0.5169403,0.12923507,0,4,4,1
"157",122.7404,761.2827,0.10915752,104.776794,750.3184,0.15526088,124.643814,757.00446,0.12632273,121.128845,767.5962,0.11256811,1.8623978,160.17181,0,8.672053,170.70627,42.676567,0,160.17181,54.583275,109.16655,38.4252,192.126,32.13423,192.80539,28.886093,202.20265,24.31416,364.71237,0.50330925,0.12582731,0,4,4,1
"158",121.10352,761.07605,0.09222154,104.776794,750.22754,0.12985507,124.643814,757.00446,0.11029846,110.02862,767.5962,0.08952671,12.60793,0.69449294,0,84.82521,98.12763,24.531908,0,84.82521,33.604237,67.20847,37.30798,186.53989,36.10965,216.65791,31.048183,217.3373,24.664703,369.97055,0.4219018,0.10547545,2,4,4,1
"159",121.08933,761.07605,0.10761461,104.776794,750.22754,0.18319406,124.911095,757.1651,0.13598233,110.02862,764.7508,0.12171964,0.10844164,0,2.3830218,21.743832,24.235294,6.0588236,0,21.743832,15.295366,30.590733,36.270954,181.35478,32.099785,192.59872,31.816677,222.71674,23.275188,349.12784,0.5485107,0.13712767,0,4,4,1
"160",120.986084,761.07605,0.11221172,105.05365,750.3184,0.14979602,124.911095,757.1651,0.10667451,109.467896,764.46094,0.10811668,0.78900045,2.226734,0,4.8235517,7.839286,1.9598215,0,4.8235517,4.0093226,8.018645,28.34342,141.7171,30.552433,183.3146,27.794077,194.55853,22.836231,342.54346,0.47679895,0.11919974,0,4,4,1
"161",120.97967,761.7299,0.10823406,105.29479,750.6183,0.15627219,125.81554,757.3745,0.11485913,109.467896,764.35657,0.12715685,4.9969516,2.9405272,7.094365,0.7975708,15.829415,3.9573538,0.7975708,7.094365,2.9585876,5.9171753,15.836895,79.18447,24.279076,145.67445,26.753136,187.27196,19.38623,290.79346,0.50652224,0.12663056,0,4,4,1
"162",120.80773,761.7299,0.10782181,120.4864,764.3479,0.14264919,126.577484,757.6969,0.10382978,110.43208,764.35657,0.1114859,1.313893,156.47641,6.322359,7.368085,171.48074,42.870186,1.313893,156.47641,23.41377,46.82754,15.875619,79.37809,20.342443,122.05466,26.934948,188.54465,22.192856,332.89285,0.46578667,0.11644667,0,4,4,1
"163",120.00918,761.7299,0.09614197,120.59042,764.3479,0.12868816,127.90442,758.0066,0.11381783,110.7476,764.46094,0.11883771,6.1023498,0.7949472,10.412617,2.5395696,19.849483,4.962371,0.7949472,10.412617,23.916279,47.832558,11.961711,59.808556,14.056744,84.34046,18.14529,127.01703,20.098576,301.47864,0.45748568,0.11437142,1,4,4,1
"164",120.00918,761.8233,0.10511248,120.868416,764.4601,0.14200342,127.90442,758.2935,0.12386635,111.03953,764.48914,0.13387589,0.713616,2.2908015,2.19262,2.2412488,7.438287,1.8595717,0.713616,2.2908015,3.4109712,6.8219423,11.1218605,55.609303,10.278021,61.66813,12.314291,86.200035,19.90519,298.57785,0.50485814,0.12621453,0,4,4,1
"165",119.30435,761.8233,0.10469442,121.13982,764.4601,0.13540208,127.90442,758.3667,0.12515533,111.03953,764.5703,0.14345925,5.38611,2.0739756,0.5592324,0.62033284,8.63965,2.1599126,0.5592324,5.38611,2.0097423,4.0194845,11.161879,55.809395,9.628202,57.769215,9.118292,63.82804,19.37084,290.5626,0.5087111,0.12717777,0,4,4,1
"166",119.30435,762.0338,0.106089726,121.13982,764.3479,0.12463862,127.86547,758.3667,0.11361267,111.37856,764.5703,0.13211063,1.6086677,0.857272,0.2976315,2.5908225,5.354394,1.3385985,0.2976315,2.5908225,1.7492555,3.498511,10.638128,53.19064,9.524666,57.147995,8.443974,59.107815,18.833595,282.50394,0.47645164,0.11911291,0,4,4,1
"167",119.49262,762.39124,0.102276444,121.13982,764.63916,0.12998828,127.76248,758.2935,0.091157265,111.37856,764.5703,0.12189619,3.0870817,2.2257357,0.9654732,0,6.2782907,1.5695727,0,3.0870817,1.4540856,2.9081712,2.3780053,11.890026,9.126702,54.760212,8.388224,58.717567,18.89294,283.39413,0.44531816,0.11132954,1,4,4,1
"168",119.49262,762.75867,0.091746196,121.26483,764.65674,0.11145383,127.76248,757.1422,0.10587047,111.177315,764.4627,0.13325328,2.8078225,0.9647335,8.797999,1.7439225,14.314477,3.5786192,0.9647335,8.797999,2.574096,5.148192,2.101255,10.506275,2.5781076,15.468645,8.334119,58.338833,17.123648,256.85474,0.44232377,0.11058094,1,4,4,1
"169",119.49262,762.75867,0.096290894,120.822525,764.63916,0.11114529,127.76248,756.8909,0.09222945,111.16964,764.15045,0.10307011,0,3.382666,1.9202334,2.3869035,7.689803,1.9224508,0,3.382666,2.750535,5.50107,2.1138308,10.569154,2.0714543,12.428725,2.4844422,17.391096,16.502216,247.53323,0.40273574,0.100683935,2,4,4,1
"170",119.76948,762.75867,0.0927892,120.822525,764.4061,0.107749455,128.26782,756.77295,0.098118685,111.177315,763.9701,0.113686495,2.1156616,1.7807751,3.9655375,1.3795056,9.24148,2.31037,1.3795056,3.9655375,2.1164103,4.2328205,2.1439223,10.719611,2.1465874,12.879524,2.105585,14.739096,13.883074,208.24611,0.41234386,0.103085965,2,4,4,1
"171",119.76948,761.97675,0.09366525,121.04309,764.4061,0.104802065,128.39024,743.01904,0.089869045,111.16964,763.5835,0.10554731,5.975251,1.6855097,105.10814,2.954859,115.723755,28.930939,1.6855097,105.10814,15.620654,31.241308,7.66239,38.31195,6.608425,39.65055,5.9729233,41.810463,11.379138,170.68706,0.39388368,0.09847092,2,4,4,1
"172",120.079285,761.58575,0.09164442,121.04309,747.5819,0.10842822,128.96771,742.84894,0.10479196,111.16964,762.4649,0.1283833,3.8121128,128.56654,4.600349,8.548,145.52701,36.381752,3.8121128,128.56654,32.656345,65.31269,14.624826,73.12413,12.448951,74.6937,10.861757,76.0323,10.959483,164.39224,0.43324792,0.10831198,1,4,4,1
"173",120.86447,740.4665,0.09172233,121.04309,747.5281,0.12715173,129.29788,742.43256,0.12158064,111.50203,761.1723,0.13735953,161.49973,0.41137862,4.0608277,10.199107,176.17104,44.04276,0.41137862,161.49973,40.212257,80.424515,22.717653,113.58827,19.527815,117.16689,16.96235,118.736465,12.260207,183.9031,0.47781423,0.11945356,1,4,4,1
"174",120.079285,740.4665,0.09323393,121.15864,747.1615,0.119109154,129.88287,742.1719,0.116548605,111.6461,760.31256,0.10903472,6.0002046,2.9371583,4.8941226,6.661542,20.493027,5.1232567,2.9371583,6.661542,24.583008,49.166016,23.357815,116.78908,19.785255,118.711525,17.47002,122.290146,12.197836,182.96753,0.4379264,0.1094816,1,4,4,1
"175",121.27748,740.4665,0.08780146,121.15864,747.1615,0.13180558,130.10095,740.7291,0.12447507,111.6461,749.79865,0.098388836,9.1563225,0,11.1503725,80.344765,100.65146,25.162865,0,80.344765,15.143061,30.286121,27.928314,139.64157,23.658657,141.95193,20.553484,143.87439,13.744705,206.17058,0.44247097,0.11061774,2,4,4,1
"176",121.27748,740.2906,0.08011593,121.83379,747.5281,0.10828803,130.32715,740.7291,0.108816385,123.33319,745.8315,0.08417175,1.34421,5.8708076,1.7285365,94.31499,103.258545,25.814636,1.34421,94.31499,25.48875,50.9775,27.305054,136.52527,27.576035,165.4562,23.966654,167.76657,15.201858,228.02786,0.3813921,0.09534802,2,4,4,1
"177",119.65539,740.2906,0.08362581,122.37971,747.7399,0.10390276,130.32715,740.61896,0.10506653,123.70507,745.50323,0.078598514,12.395638,4.4748554,0.8418803,3.7904994,21.502874,5.3757186,0.8418803,12.395638,15.595178,31.190355,21.103848,105.51923,23.650164,141.90099,24.40456,170.83192,12.702226,190.53339,0.3711936,0.0927984,2,4,4,1
"178",119.64454,723.9708,0.0660845,122.37971,747.7399,0.08087608,131.32748,740.61896,0.079784885,123.70507,745.50323,0.06431834,124.711655,0,7.64432,0,132.35597,33.088993,0,124.711655,19.232355,38.46471,18.913094,94.56547,23.101372,138.60823,24.99857,174.98997,14.577334,218.66002,0.29106382,0.072765954,4,4,4,1
"179",119.64454,723.9708,0.07543946,122.37971,747.7399,0.11151311,131.36873,740.58246,0.09593331,123.70507,745.8315,0.076817185,0,0,0.42087188,2.5083835,2.9292555,0.7323139,0,2.5083835,16.910654,33.82131,18.034904,90.17453,15.882964,95.29778,19.905792,139.34055,14.502184,217.53276,0.35970306,0.089925766,3,4,4,1
"180",118.67393,723.9708,0.06023294,122.5199,747.1629,0.08722204,131.9757,740.54865,0.06773537,116.50964,748.18994,0.075190425,7.4171753,4.5377655,4.645463,57.86403,74.46443,18.616108,4.5377655,57.86403,9.674211,19.348421,16.725554,83.62777,18.131773,108.790634,16.273413,113.913895,15.599263,233.98895,0.29038078,0.072595194,4,4,4,1
"181",118.55983,724.4346,0.057708867,122.49042,747.1629,0.08978592,132.59538,740.54865,0.076658554,116.45976,748.5801,0.08736974,3.6495101,0.22527878,4.7355185,3.0055978,11.615906,2.9039764,0.22527878,4.7355185,10.760042,21.520084,12.143422,60.71711,14.421958,86.531746,15.956373,111.69461,15.703622,235.55434,0.31152308,0.07788077,4,4,4,1
"182",118.55983,724.4346,0.058875043,122.49042,746.9188,0.09563406,132.77534,740.4761,0.08263594,116.45976,748.5801,0.08925447,0,1.8651963,1.4828331,0,3.3480296,0.8370074,0,1.8651963,1.870492,3.740984,11.23568,56.1784,10.25902,61.55412,12.481251,87.36875,15.654784,234.82176,0.3263995,0.08159988,4,4,4,1
"183",118.67393,741.6524,0.054176394,122.49042,746.9188,0.08989948,132.80676,740.4761,0.08029793,116.50964,748.5801,0.09233013,131.57735,0,0.24008746,0.3811782,132.19861,33.049652,0,131.57735,16.943329,33.886658,11.227812,56.139057,14.871342,89.22805,13.514824,94.60377,17.61952,264.2928,0.31670392,0.07917598,4,4,4,1
"184",133.15456,741.6524,0.055976897,122.49042,729.186,0.08993444,133.53539,739.84296,0.070024125,116.79543,747.75793,0.07452561,110.65741,135.51009,7.376287,6.651381,260.19516,65.04879,6.651381,135.51009,49.04922,98.09844,24.091106,120.455536,20.197975,121.18785,22.039549,154.27684,21.827942,327.41913,0.29046106,0.072615266,4,4,4,1
"185",137.24413,741.61346,0.061531227,122.49042,729.186,0.09672323,143.82417,739.5263,0.07969489,128.85947,745.1581,0.092508785,31.252901,0,78.66161,94.30685,204.22136,51.05534,0,94.30685,58.052063,116.104126,30.578953,152.89476,28.585146,171.51088,24.606169,172.2432,25.077606,376.1641,0.33045813,0.08261453,4,4,4,1
"186",137.24413,741.61346,0.058675867,122.52637,729.186,0.09761142,144.44101,739.382,0.06325044,129.19989,744.525,0.079788245,0,0.27471882,4.840954,5.492763,10.608436,2.652109,0,5.492763,26.853724,53.707447,30.52858,152.6429,25.924479,155.54688,24.880426,174.16298,23.325686,349.88528,0.29932597,0.07483149,4,4,4,1
"187",134.09409,729.21655,0.061438195,136.93669,730.29584,0.09674571,143.82417,739.382,0.07665342,129.19989,744.09326,0.08970592,97.74463,110.44629,4.7137136,3.2994244,216.20406,54.051014,3.2994244,110.44629,28.35156,56.70312,41.17138,205.8569,34.448986,206.69391,29.942556,209.59789,24.503635,367.55453,0.32454324,0.08113581,4,4,4,1
"188",133.15456,729.184,0.05480262,136.93669,730.29584,0.08686397,133.53539,736.7353,0.055832516,129.19989,737.6522,0.06163684,7.183956,0,81.18418,49.220848,137.58899,34.397247,0,81.18418,44.22413,88.44826,41.4409,207.2045,40.04236,240.25415,34.441593,241.09116,23.860601,357.90903,0.25913596,0.06478399,4,4,4,1
"189",121.05962,724.39105,0.05929477,136.93669,730.29584,0.09368483,132.65816,736.0461,0.06009566,129.19989,737.6522,0.06676357,99.41918,0,8.525053,0,107.94424,26.98606,0,99.41918,30.691654,61.38331,33.828354,169.14177,39.03176,234.19055,38.177174,267.2402,25.318123,379.77182,0.27983883,0.06995971,4,4,4,1
"190",120.868256,724.39105,0.045924965,108.863266,720.5746,0.07421728,132.65816,736.0461,0.04619413,129.25816,737.6522,0.049914863,1.462388,227.02827,0,0.44531038,228.93597,57.233994,0,227.02827,42.110027,84.220055,35.064083,175.32042,37.729294,226.37576,41.63208,291.42456,27.456198,411.84296,0.21625125,0.054062814,4,4,4,1
"191",120.80858,724.39105,0.043864943,108.863266,720.5746,0.06985408,132.65816,736.0461,0.045043685,129.25816,737.6613,0.05098327,0.45603794,0,0,0.06949594,0.52553385,0.13138346,0,0.45603794,28.682688,57.365376,34.55994,172.7997,29.241968,175.45181,32.358162,226.50714,25.74398,386.1597,0.20974597,0.052436493,4,4,4,1
"192",120.09266,724.6338,0.04002826,108.863266,720.5746,0.061449047,133.00768,741.7877,0.041111868,129.25816,737.77423,0.048516106,5.776792,0,43.95741,0.862869,50.59707,12.649267,0,43.95741,6.3903255,12.780651,26.27959,131.39795,30.908161,185.44896,26.871582,188.10107,26.228884,393.43326,0.19110529,0.047776323,4,4,4,1
"193",120.0528,724.8603,0.040029377,109.24096,721.0844,0.054708887,133.00768,741.91583,0.04183296,129.25816,737.77423,0.048829395,1.7574608,4.8486037,0.9790065,0,7.5850716,1.8962679,0,4.8486037,7.2727675,14.545535,19.779394,98.89697,22.215704,133.29422,26.763605,187.34523,24.149368,362.24054,0.18540062,0.046350155,4,4,4,1
"194",120.0528,745.92535,0.04018358,121.40102,729.3918,0.05474548,133.00768,741.91583,0.045674425,129.25816,737.6613,0.0471542,160.97404,112.538795,0,0.862869,274.3757,68.593925,0,160.97404,35.2451,70.4902,28.100967,140.50484,27.91515,167.49089,28.841164,201.88814,28.673475,430.10214,0.18775769,0.04693942,4,4,4,1
"195",120.0528,745.9963,0.03637456,121.46502,729.8303,0.051931385,131.3437,741.7877,0.041977856,129.69817,737.47815,0.042400885,0.541975,3.3866994,12.753289,3.6420965,20.324059,5.0810146,0.541975,12.753289,36.83747,73.67494,17.670372,88.35186,24.264309,145.58585,24.65313,172.57191,27.771137,416.56705,0.17268468,0.04317117,4,4,4,1
"196",120.47109,745.9963,0.034678727,121.46502,729.83685,0.04284096,130.95576,740.9618,0.034756523,131.83818,736.57697,0.038793437,3.1964633,0.049906477,6.97309,17.744339,27.963799,6.9909496,0.049906477,17.744339,6.035982,12.071964,19.042286,95.211426,15.890468,95.34281,21.796686,152.5768,28.043602,420.65402,0.15106964,0.03776741,4,4,4,1
"197",120.53689,746.1074,0.02863797,121.40102,729.8303,0.039352797,119.00139,736.4307,0.03523778,132.40276,735.539,0.039349306,0.9870092,0.49163476,97.69428,9.029288,108.20222,27.050554,0.49163476,97.69428,17.020752,34.041504,21.922543,109.61271,20.376997,122.26198,17.484766,122.393364,29.791172,446.86755,0.14257786,0.035644464,4,4,4,1
"198",120.73466,746.7045,0.02614439,121.40102,729.5837,0.0360267,119.00139,736.4307,0.032981955,133.09863,735.539,0.033161998,4.806714,1.8847858,0,5.317722,12.009222,3.0023055,0,5.317722,15.02643,30.05286,22.14375,110.71875,18.769169,112.61502,17.894897,125.26428,27.788015,416.82022,0.12831505,0.03207876,4,4,4,1
"199",120.73466,746.7045,0.03286486,121.46502,729.5837,0.037415616,119.00139,736.1063,0.034469903,133.09863,735.46686,0.034234323,0,0.48909515,2.4789994,0.5513033,3.519398,0.8798495,0,2.4789994,1.9410775,3.882155,8.600935,43.004673,18.599766,111.5986,16.213552,113.494865,23.510086,352.65128,0.13898471,0.034746177,4,4,4,1
"200",120.73466,732.0956,0.028895719,121.63531,729.55914,0.039874714,131.68867,736.1063,0.033125214,133.09863,734.9444,0.034722243,111.63799,1.3147384,96.953125,3.9925182,213.89838,53.474594,1.3147384,111.63799,27.177221,54.354443,18.27965,91.398254,16.079878,96.47927,23.581884,165.0732,23.67137,355.07053,0.13661788,0.03415447,4,4,4,1
"201",136.39992,746.7045,0.023840865,139.96869,729.55914,0.039513443,142.76947,736.1063,0.020589001,9.1122875,297.06384,0.040681265,163.68733,140.0992,84.67672,3477.7288,3866.192,966.548,84.67672,3477.7288,510.0113,1020.0226,210.19106,1050.9553,176.32437,1057.9462,151.86104,1063.0272,87.93109,1318.9664,0.12462457,0.031156143,4,4,4,1
"202",136.39992,747.134,0.02290077,139.96869,712.68365,0.032661155,142.76947,739.1426,0.022226308,9.1122875,297.046,0.038909737,3.2817006,128.95834,23.202314,0.13642658,155.5788,38.8947,0.13642658,128.95834,502.72134,1005.4427,212.55989,1062.7994,181.64166,1089.85,156.69156,1096.841,86.92067,1303.81,0.11669797,0.029174492,4,4,4,1
"203",136.39992,1099.9598,0.015640758,139.96869,711.6371,0.02546136,142.76947,832.2905,0.016774531,9.1122875,296.98358,0.045118447,2696.2087,7.9976296,711.8138,0.47691002,3416.4968,854.1242,0.47691002,2696.2087,446.50946,893.0189,382.78427,1913.9213,319.48727,1916.9236,277.7106,1943.9742,141.56914,2123.537,0.1029951,0.025748774,4,4,4,1
"204",136.39992,1099.9598,0.0143420985,7.17186,-0.72260284,0.017366556,-0.1269598,832.2905,0.009446797,10.233239,296.98083,0.03775765,0,5537.4585,1091.9794,8.566063,6638.004,1659.501,0,5537.4585,1256.8126,2513.6252,714.5085,3572.5425,595.5704,3573.4224,510.9178,3576.4246,250.40346,3756.052,0.0789131,0.019728275,4,4,4,1
"205",140.81691,1099.9598,0.0143420985,7.17186,-0.9426775,0.01749592,-0.4363141,832.2905,0.009446797,10.233239,296.80737,0.03779208,33.75357,1.6817565,2.3640096,1.3255534,39.12489,9.781222,1.3255534,33.75357,834.6411,1669.2822,705.76984,3528.849,597.05396,3582.3237,511.88623,3583.2036,247.23994,3708.599,0.07907689,0.019769223,4,4,4,1
"206",140.81691,752.15454,0.015627982,7.17186,-0.94285536,0.017382536,-0.4448285,832.26483,0.012385943,10.233239,296.80847,0.031588595,2657.8428,0.0013591645,0.20686008,0.008395482,2658.0593,664.51483,0.0013591645,2657.8428,337.14804,674.2961,645.36316,3226.816,698.894,4193.364,606.6912,4246.8384,291.53217,4372.9824,0.07698506,0.019246265,4,4,4,1
"207",140.81691,752.11646,0.015689733,7.17186,-0.94285536,0.017436152,-0.4363141,832.2073,0.013151456,10.228062,296.80737,0.031582702,0.29104337,0,0.44461656,0.040446095,0.77610606,0.19402651,0,0.44461656,332.35443,664.70886,637.62305,3188.1152,537.835,3227.01,599.0797,4193.558,290.7018,4360.5273,0.07786004,0.01946501,4,4,4,1
