scorer,DLC_resnet50_OrangutanOct17shuffle1_400,DLC_resnet50_OrangutanOct17shuffle1_400.1,DLC_resnet50_OrangutanOct17shuffle1_400.2,DLC_resnet50_OrangutanOct17shuffle1_400.3,DLC_resnet50_OrangutanOct17shuffle1_400.4,DLC_resnet50_OrangutanOct17shuffle1_400.5,DLC_resnet50_OrangutanOct17shuffle1_400.6,DLC_resnet50_OrangutanOct17shuffle1_400.7,DLC_resnet50_OrangutanOct17shuffle1_400.8,DLC_resnet50_OrangutanOct17shuffle1_400.9,DLC_resnet50_OrangutanOct17shuffle1_400.10,DLC_resnet50_OrangutanOct17shuffle1_400.11
bodyparts,Head,Head,Head,Centre,Centre,Centre,rightLeg,rightLeg,rightLeg,leftLeg,leftLeg,leftLeg
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
20,280.8706970214844,867.4236450195312,0.1079031229019165,282.994140625,880.6209716796875,0.11657945811748505,287.8647766113281,885.636962890625,0.09594591706991196,296.8737487792969,895.769287109375,0.1159164309501648
21,280.8706970214844,867.4152221679688,0.11432574689388275,282.80755615234375,873.6359252929688,0.1391807496547699,286.28985595703125,880.05908203125,0.09680107980966568,281.3550720214844,881.4891357421875,0.12093697488307953
22,281.1116943359375,867.4152221679688,0.10772477090358734,282.80755615234375,873.6359252929688,0.1360241174697876,285.10888671875,880.05908203125,0.09283891320228577,281.2565002441406,881.4891357421875,0.13095499575138092
23,281.42193603515625,866.6788330078125,0.1166561096906662,282.3203430175781,873.6359252929688,0.14619924128055573,284.9800720214844,872.1810913085938,0.09706033766269684,281.00830078125,881.23876953125,0.11762900650501251
24,281.8807067871094,866.523193359375,0.15901798009872437,282.3203430175781,873.4143676757812,0.15473420917987823,284.0261535644531,871.063232421875,0.1121799573302269,280.8975830078125,881.23876953125,0.11771983653306961
25,281.42193603515625,866.523193359375,0.15771709382534027,282.3203430175781,873.3003540039062,0.15620194375514984,283.9643859863281,870.6023559570312,0.11168036609888077,280.7633972167969,881.23876953125,0.11635683476924896
26,281.42193603515625,866.1820068359375,0.09778445214033127,267.0466613769531,856.1853637695312,0.12728458642959595,271.19598388671875,856.064453125,0.09509847313165665,265.6827697753906,879.3181762695312,0.09530982375144958
27,262.9538269042969,865.8947143554688,0.0938691645860672,262.0623474121094,847.8231201171875,0.10239366441965103,271.19598388671875,855.9218139648438,0.07892978191375732,264.6322937011719,865.996826171875,0.0881558507680893
28,262.59161376953125,852.5825805664062,0.11817268282175064,261.8750915527344,847.8231201171875,0.14161795377731323,271.19598388671875,855.9218139648438,0.12033917754888535,258.57672119140625,865.5648803710938,0.09611520171165466
29,262.59161376953125,851.80126953125,0.12807418406009674,252.6495361328125,846.7260131835938,0.1534067541360855,271.19598388671875,855.8331909179688,0.13091866672039032,258.57672119140625,864.62890625,0.10772621631622314
30,262.9538269042969,851.5039672851562,0.1127072125673294,252.6495361328125,846.7260131835938,0.1442898064851761,270.7267150878906,855.8331909179688,0.11532231420278549,264.6322937011719,848.6498413085938,0.11921382695436478
31,264.6214294433594,851.3504638671875,0.15647582709789276,252.6495361328125,846.7260131835938,0.18585605919361115,269.4595031738281,854.309814453125,0.15625156462192535,264.8497009277344,848.62451171875,0.14318373799324036
32,264.9276123046875,851.3504638671875,0.1324884593486786,252.6495361328125,841.7396850585938,0.16755430400371552,269.4378356933594,852.348876953125,0.11664429306983948,264.9327392578125,848.62451171875,0.1293756365776062
33,265.4555969238281,837.6044921875,0.1439281404018402,252.6495361328125,834.8732299804688,0.16477826237678528,267.4259948730469,839.4208374023438,0.12157435715198517,264.9327392578125,848.2775268554688,0.1376950740814209
34,265.4555969238281,837.2522583007812,0.1339104175567627,252.54989624023438,834.8732299804688,0.16647301614284515,267.4259948730469,839.4208374023438,0.13714924454689026,264.8497009277344,847.6854248046875,0.13861055672168732
35,265.4555969238281,836.3203735351562,0.11177501827478409,250.69061279296875,826.0798950195312,0.1371389925479889,256.0192565917969,824.341064453125,0.1179414913058281,264.56842041015625,847.5327758789062,0.11754154413938522
36,248.88523864746094,836.3203735351562,0.14680714905261993,250.48329162597656,826.0798950195312,0.17325404286384583,255.6502685546875,824.341064453125,0.14049093425273895,250.48687744140625,847.5327758789062,0.1378309279680252
37,248.6743927001953,836.3203735351562,0.1413455456495285,250.15213012695312,826.0798950195312,0.16126641631126404,254.8028106689453,824.341064453125,0.12310474365949631,250.43386840820312,847.5327758789062,0.125093013048172
38,246.27407836914062,837.4115600585938,0.13418586552143097,249.98316955566406,830.9208374023438,0.1581176370382309,254.8028106689453,837.8463745117188,0.12085454165935516,250.21437072753906,833.4472045898438,0.13586893677711487
39,246.27407836914062,837.4115600585938,0.11938460916280746,249.8678436279297,831.0676879882812,0.1500048190355301,254.6614532470703,837.8463745117188,0.10168784856796265,249.54336547851562,833.4472045898438,0.12994101643562317
40,246.27407836914062,837.4115600585938,0.1233140081167221,248.99612426757812,831.6085205078125,0.1360534131526947,254.6614532470703,837.8463745117188,0.10381218045949936,249.04481506347656,833.40087890625,0.12472336739301682
41,247.70037841796875,836.40234375,0.1088181883096695,248.99612426757812,831.0676879882812,0.13143475353717804,253.7275390625,837.7055053710938,0.10116441547870636,249.04481506347656,833.40087890625,0.12114080041646957
42,248.00599670410156,821.3643188476562,0.08280538022518158,248.99612426757812,830.9208374023438,0.11563809961080551,252.777099609375,823.4861450195312,0.0774083286523819,249.04481506347656,832.7242431640625,0.1055494174361229
43,248.13914489746094,820.9776611328125,0.11228539794683456,248.99612426757812,826.7112426757812,0.15731674432754517,250.0409698486328,822.1390991210938,0.09414087235927582,249.04481506347656,832.5868530273438,0.12618876993656158
44,248.56106567382812,820.7137451171875,0.10849030315876007,248.99612426757812,825.393310546875,0.13687174022197723,250.0409698486328,820.5531616210938,0.08948968350887299,248.885498046875,832.5777587890625,0.10360202938318253
45,249.84779357910156,820.6787109375,0.10896187275648117,234.42974853515625,801.9537353515625,0.12583838403224945,251.01577758789062,808.1900634765625,0.09775169938802719,248.5757293701172,816.4486083984375,0.1068558543920517
46,250.3634033203125,819.884765625,0.11648184061050415,234.10739135742188,801.8388061523438,0.1515275537967682,250.0409698486328,807.7362060546875,0.10701917856931686,248.5757293701172,816.3648681640625,0.12580400705337524
47,250.3634033203125,804.851806640625,0.11025349795818329,233.9300994873047,801.8388061523438,0.1669735312461853,250.0409698486328,807.3627319335938,0.11482995748519897,248.1722869873047,816.2161865234375,0.13130828738212585
48,249.84779357910156,804.851806640625,0.09486167877912521,233.37266540527344,801.8388061523438,0.1467883437871933,250.01177978515625,807.3627319335938,0.08613749593496323,248.1722869873047,815.3189086914062,0.1085655614733696
49,232.35791015625,804.8497314453125,0.10822438448667526,233.37266540527344,801.5621948242188,0.15007975697517395,240.75184631347656,803.5736694335938,0.1267266720533371,235.24728393554688,811.7733154296875,0.14035682380199432
50,229.15245056152344,804.5610961914062,0.07990437746047974,233.37266540527344,801.0020141601562,0.1243213415145874,240.75184631347656,802.634765625,0.09422826021909714,234.73046875,802.5100708007812,0.09132823348045349
51,229.15245056152344,793.8573608398438,0.0927659422159195,234.56015014648438,793.2382202148438,0.13734449446201324,240.75184631347656,791.6483154296875,0.09930740296840668,234.73046875,802.5100708007812,0.10808084905147552
52,229.30125427246094,789.0491943359375,0.11311537027359009,234.56015014648438,793.0947265625,0.1667829304933548,240.75184631347656,791.4382934570312,0.11522648483514786,234.91250610351562,802.5100708007812,0.13135376572608948
53,229.3174591064453,788.674072265625,0.10247393697500229,234.56015014648438,792.8638305664062,0.13453814387321472,240.75184631347656,791.0868530273438,0.09777982532978058,234.91250610351562,802.5100708007812,0.10991869866847992
54,229.3174591064453,788.324951171875,0.09121745079755783,234.38165283203125,792.8638305664062,0.12135554850101471,240.46002197265625,790.0099487304688,0.09236063808202744,234.91250610351562,802.4199829101562,0.09129472076892853
55,230.1923828125,787.9067993164062,0.08008212596178055,234.38165283203125,784.1172485351562,0.11181002855300903,239.8666534423828,789.3035888671875,0.07639579474925995,234.91250610351562,801.4789428710938,0.08012557029724121
56,230.1923828125,787.9067993164062,0.084609255194664,234.38165283203125,783.568359375,0.11118356138467789,239.8498992919922,775.8004760742188,0.07764220982789993,234.70018005371094,787.0924072265625,0.0857764258980751
57,230.1923828125,777.5966796875,0.08006040006875992,234.45033264160156,778.211181640625,0.11470533162355423,239.35743713378906,774.7120971679688,0.08869242668151855,234.57406616210938,786.9406127929688,0.094876728951931
58,231.57809448242188,777.5966796875,0.07981161028146744,234.45033264160156,778.211181640625,0.1261102855205536,239.35743713378906,774.7120971679688,0.07446099817752838,234.57406616210938,786.5567626953125,0.10336209833621979
59,232.26309204101562,772.240478515625,0.0818546861410141,234.45033264160156,778.211181640625,0.1105567216873169,239.1794891357422,773.8091430664062,0.07109302282333374,234.3031463623047,786.5567626953125,0.10120103508234024
60,232.26309204101562,759.8475341796875,0.09394209086894989,234.20907592773438,778.211181640625,0.1334758847951889,238.36695861816406,766.5050659179688,0.0897795632481575,234.2040557861328,786.3123168945312,0.11404962092638016
61,232.2642059326172,759.8475341796875,0.08502030372619629,234.1797332763672,778.211181640625,0.11793472617864609,238.36695861816406,766.5050659179688,0.07701213657855988,234.07972717285156,786.3067626953125,0.09895703941583633
62,232.2642059326172,772.240478515625,0.08053535223007202,220.3499298095703,778.2813110351562,0.11717686802148819,238.36695861816406,771.7526245117188,0.06909263879060745,220.73207092285156,786.3067626953125,0.08930938690900803
63,232.2642059326172,772.240478515625,0.08020899444818497,220.34375,778.2813110351562,0.11731752008199692,238.36204528808594,770.4631958007812,0.06885148584842682,220.68833923339844,786.3067626953125,0.08937916159629822
64,217.75537109375,777.0010986328125,0.12313906848430634,220.34375,778.2813110351562,0.12148408591747284,228.37380981445312,769.1231689453125,0.0856487825512886,220.68833923339844,784.064697265625,0.0970650464296341
65,217.75537109375,777.4486694335938,0.11188501864671707,220.3350830078125,778.2813110351562,0.12518414855003357,227.8957061767578,769.1359252929688,0.0913553386926651,220.73207092285156,783.3775634765625,0.10387556999921799
66,217.1912384033203,777.4486694335938,0.0949893370270729,220.3350830078125,778.2813110351562,0.12707574665546417,227.8957061767578,769.1359252929688,0.09360102564096451,221.1265106201172,782.564208984375,0.09715642035007477
67,217.1912384033203,777.4486694335938,0.08184737712144852,220.7074737548828,769.9428100585938,0.10795242339372635,228.37380981445312,769.1359252929688,0.08492375910282135,221.2523651123047,780.5565185546875,0.0922258198261261
68,217.10853576660156,760.8895263671875,0.08194117993116379,221.9072723388672,769.2621459960938,0.11695773154497147,229.14646911621094,769.1231689453125,0.07746519148349762,225.21189880371094,763.937744140625,0.11274466663599014
69,217.10853576660156,759.8555908203125,0.08267589658498764,222.45005798339844,759.8878784179688,0.12531891465187073,229.14646911621094,755.0934448242188,0.09573279321193695,225.21189880371094,763.66943359375,0.11443459242582321
70,217.10853576660156,758.5131225585938,0.08716486394405365,223.0188751220703,750.5901489257812,0.13645969331264496,229.14646911621094,741.9927978515625,0.08716592192649841,225.21189880371094,762.58251953125,0.12549614906311035
71,230.0657958984375,757.6605224609375,0.07522238790988922,233.3861846923828,750.5901489257812,0.11282648146152496,223.2525634765625,733.7244873046875,0.08570587635040283,226.02806091308594,754.8223266601562,0.10796617716550827
72,230.0657958984375,745.751220703125,0.070353202521801,233.3861846923828,742.9021606445312,0.09351570159196854,223.2525634765625,733.7244873046875,0.05260848626494408,227.07423400878906,754.4514770507812,0.0680939257144928
73,230.0657958984375,745.751220703125,0.06252942979335785,233.9230499267578,742.8116455078125,0.08755046874284744,223.2525634765625,733.7244873046875,0.05280260741710663,227.07423400878906,747.7429809570312,0.07211480289697647
74,230.0657958984375,745.5244140625,0.06608939915895462,233.9230499267578,742.8116455078125,0.09164857119321823,220.70640563964844,733.8760375976562,0.05224775895476341,227.7624053955078,747.7429809570312,0.07886220514774323
75,230.0657958984375,745.0507202148438,0.06905796378850937,233.3861846923828,742.4171142578125,0.09618566930294037,243.84637451171875,741.4730834960938,0.05926084890961647,227.9996795654297,747.4987182617188,0.08806487917900085
76,231.9941864013672,745.0507202148438,0.06741254031658173,235.29629516601562,742.4171142578125,0.09629524499177933,244.553466796875,741.6867065429688,0.05822122469544411,227.9996795654297,747.4987182617188,0.08325052261352539
77,232.2943572998047,743.056640625,0.06565981358289719,234.95364379882812,734.9075317382812,0.089442178606987,245.51132202148438,741.4730834960938,0.05282609537243843,229.12156677246094,747.4987182617188,0.08204925060272217
78,232.42025756835938,742.6941528320312,0.07966441661119461,234.95364379882812,734.8348999023438,0.08634751290082932,252.71510314941406,735.4060668945312,0.07127291709184647,235.3523406982422,747.4987182617188,0.08337442576885223
79,247.93972778320312,742.2144165039062,0.06144534796476364,236.9169921875,733.7174072265625,0.08770065009593964,252.71510314941406,735.4060668945312,0.04921863228082657,235.3523406982422,747.4987182617188,0.06238924711942673
80,247.93972778320312,727.626953125,0.08751721680164337,250.4425506591797,730.0875244140625,0.09718241542577744,254.4887237548828,734.2175903320312,0.06114248186349869,250.1161346435547,739.4900512695312,0.07162584364414215
81,246.74391174316406,726.9513549804688,0.06879004091024399,238.38804626464844,730.0875244140625,0.11188264936208725,254.4887237548828,734.0744018554688,0.06392385810613632,241.3787384033203,739.4562377929688,0.10185584425926208
82,247.93972778320312,726.8804931640625,0.0768052265048027,250.64346313476562,730.0875244140625,0.08630851656198502,258.6341857910156,733.7620849609375,0.05313952639698982,250.1161346435547,738.377685546875,0.07588168233633041
83,248.10015869140625,726.8804931640625,0.07121944427490234,250.64346313476562,730.8024291992188,0.07410798221826553,260.96533203125,733.73046875,0.05691412091255188,250.5091552734375,736.7581176757812,0.06283488869667053
84,265.87579345703125,724.1202392578125,0.056259747594594955,252.13522338867188,730.8024291992188,0.07238080352544785,260.96533203125,726.808349609375,0.04941774159669876,257.7025146484375,735.7889404296875,0.056797049939632416
85,265.997802734375,724.1202392578125,0.07800378650426865,265.4814147949219,730.8024291992188,0.07959893345832825,267.4728698730469,726.808349609375,0.05553726851940155,258.81695556640625,732.8638916015625,0.06697603315114975
86,266.060546875,724.1202392578125,0.07047279924154282,265.93243408203125,720.7763061523438,0.11236544698476791,268.8367614746094,726.3034057617188,0.07335267961025238,260.10986328125,732.5419311523438,0.08641348034143448
87,265.997802734375,724.1202392578125,0.08378278464078903,265.93243408203125,719.844970703125,0.11213508248329163,260.96533203125,725.5159912109375,0.07974913716316223,260.10986328125,731.458984375,0.09110776335000992
88,266.060546875,723.5020751953125,0.056002166122198105,265.93243408203125,719.701416015625,0.07934582978487015,273.720947265625,724.6571044921875,0.05714571848511696,260.10986328125,730.65576171875,0.06076895818114281
89,266.0893859863281,713.9895629882812,0.049420103430747986,266.3172912597656,717.570068359375,0.08122864365577698,275.4675598144531,708.9429931640625,0.05372201278805733,262.6591491699219,729.767578125,0.06974443048238754
90,285.3810729980469,707.540283203125,0.07093484699726105,267.3294982910156,717.570068359375,0.09041048586368561,285.12420654296875,708.9359130859375,0.08038007467985153,273.2215881347656,716.1716918945312,0.07274650037288666
91,285.3810729980469,707.540283203125,0.07125794887542725,281.5781555175781,717.564697265625,0.09077230095863342,285.1350402832031,708.5968627929688,0.08069750666618347,273.2215881347656,716.135986328125,0.07273074984550476
92,285.3810729980469,707.540283203125,0.08019009977579117,282.3285217285156,717.4495849609375,0.09948200732469559,285.187255859375,708.6560668945312,0.08485563844442368,273.775634765625,716.135986328125,0.08765720576047897
93,284.3988037109375,709.2423095703125,0.0934673547744751,281.5781555175781,717.1080322265625,0.10781346261501312,288.8384094238281,708.6560668945312,0.08159861713647842,273.4177551269531,715.9046020507812,0.07674262672662735
94,284.3988037109375,709.2423095703125,0.09237325191497803,281.5781555175781,710.244140625,0.10773290693759918,289.510986328125,708.5968627929688,0.07542739808559418,273.4177551269531,715.2438354492188,0.08154189586639404
95,283.52093505859375,709.2423095703125,0.08476142585277557,281.5781555175781,705.6900024414062,0.13070765137672424,289.510986328125,708.5968627929688,0.08099443465471268,276.1119689941406,715.2438354492188,0.10723187774419785
96,282.9895935058594,700.6649780273438,0.05570724606513977,282.58734130859375,700.9242553710938,0.07233554869890213,291.0228576660156,707.50537109375,0.054578445851802826,276.4964294433594,715.2438354492188,0.08050540089607239
97,281.61773681640625,697.509765625,0.04486483708024025,282.898193359375,698.6502075195312,0.0634874626994133,291.0228576660156,704.0592041015625,0.039433062076568604,276.4964294433594,713.7711181640625,0.05220380425453186
98,281.61773681640625,697.509033203125,0.06091703474521637,283.4525146484375,698.6502075195312,0.08594108372926712,288.04595947265625,703.2095336914062,0.061953503638505936,282.73675537109375,708.0751953125,0.06342949718236923
99,281.61773681640625,697.4974365234375,0.0360119491815567,283.4525146484375,698.6502075195312,0.05936087295413017,287.44195556640625,703.2095336914062,0.03604907914996147,283.08648681640625,707.181884765625,0.04044947773218155
100,283.53082275390625,697.3270874023438,0.024093465879559517,284.5764465332031,698.6502075195312,0.043031759560108185,288.04595947265625,702.95654296875,0.02951478213071823,283.7153015136719,706.7979125976562,0.029581312090158463
101,298.4689636230469,696.6209716796875,0.021846044808626175,284.81292724609375,698.6502075195312,0.03370281681418419,288.04595947265625,702.0385131835938,0.022007649764418602,283.7153015136719,707.181884765625,0.023983106017112732
102,300.21905517578125,694.8092041015625,0.01946248486638069,295.843505859375,691.8299560546875,0.032429564744234085,304.1248779296875,691.9611206054688,0.02315678820014,284.7225036621094,705.8612060546875,0.025629902258515358
103,301.84619140625,694.748291015625,0.01521576289087534,295.85675048828125,690.7046508789062,0.028676168993115425,308.16522216796875,691.9611206054688,0.01551466342061758,308.9018859863281,699.3213500976562,0.017042946070432663
104,313.6927795410156,693.4088745117188,0.019734947010874748,297.38568115234375,690.1087036132812,0.03518469259142876,311.3367004394531,688.1132202148438,0.023327704519033432,309.7839050292969,690.9512939453125,0.023525619879364967
105,313.6927795410156,693.4088745117188,0.039671074599027634,312.2479248046875,687.6287231445312,0.07409340143203735,311.3367004394531,688.1132202148438,0.04180481284856796,309.7839050292969,690.9512939453125,0.054930929094552994
106,328.48187255859375,679.5189208984375,0.03342264145612717,312.9891357421875,686.5404052734375,0.04974159970879555,325.9746398925781,687.869873046875,0.02770273946225643,329.71221923828125,689.5357666015625,0.03877972066402435
107,329.6194152832031,678.6801147460938,0.044990573078393936,330.1941223144531,670.8048095703125,0.06488612294197083,335.0598449707031,684.4600830078125,0.04301908239722252,330.3490905761719,688.7728881835938,0.05350677669048309
108,344.41015625,678.1934204101562,0.04881476238369942,330.96337890625,670.7562255859375,0.06758511811494827,350.6336364746094,677.6258544921875,0.04694907367229462,337.64642333984375,685.197509765625,0.08564501255750656
109,344.41015625,677.0258178710938,0.053331661969423294,346.1759948730469,665.1864624023438,0.07115641236305237,350.8460388183594,675.7754516601562,0.04974580556154251,339.0970153808594,682.5643920898438,0.0712948814034462
110,347.1137390136719,666.2581176757812,0.036639489233493805,346.96783447265625,664.4066162109375,0.058504726737737656,353.8544616699219,669.7526245117188,0.03999297693371773,353.0760192871094,676.3851928710938,0.04763110354542732
111,347.1137390136719,666.0748901367188,0.05024366453289986,347.2511901855469,664.4066162109375,0.07768013328313828,353.8544616699219,669.7526245117188,0.052873916923999786,355.98272705078125,672.0258178710938,0.059848107397556305
112,360.1139831542969,662.405029296875,0.04684681072831154,362.51348876953125,664.4066162109375,0.06608591228723526,358.1049499511719,668.7838745117188,0.0444854199886322,356.1944580078125,671.046630859375,0.06425031274557114
113,360.68719482421875,662.3554077148438,0.06717431545257568,362.51348876953125,665.1864624023438,0.08680584281682968,370.8616027832031,669.7526245117188,0.06009179353713989,355.98272705078125,671.046630859375,0.0821685791015625
114,377.09478759765625,662.3554077148438,0.08331027626991272,363.6111755371094,659.3939208984375,0.09188969433307648,373.0976867675781,669.7526245117188,0.07648269087076187,368.5581359863281,672.7664794921875,0.09357856214046478
115,377.09478759765625,662.3554077148438,0.059450969099998474,364.3429870605469,659.3939208984375,0.08033865690231323,381.8080139160156,661.4729614257812,0.04636766389012337,368.6784362792969,671.2827758789062,0.05855287238955498
116,378.2576599121094,662.076904296875,0.053207434713840485,375.89959716796875,655.949462890625,0.05938156694173813,382.7290344238281,661.4729614257812,0.03666658326983452,369.1277160644531,671.3488159179688,0.04837237298488617
117,378.2576599121094,661.8671264648438,0.04069070145487785,376.9496765136719,655.4623413085938,0.07267018407583237,387.201904296875,661.7235717773438,0.03423257917165756,377.9530944824219,671.3488159179688,0.0440245196223259
118,393.0359191894531,661.3046875,0.04164912551641464,377.2001647949219,655.4623413085938,0.07774214446544647,387.9725036621094,661.7235717773438,0.04695003479719162,381.79058837890625,671.2827758789062,0.07327365130186081
119,393.0359191894531,661.3046875,0.03288187086582184,377.4852600097656,655.7515869140625,0.05453949794173241,389.8850402832031,662.0470581054688,0.029177630320191383,381.79058837890625,671.2827758789062,0.04521360620856285
120,393.7508544921875,661.3046875,0.023757867515087128,377.5970458984375,654.8131713867188,0.03758484497666359,399.934326171875,668.082275390625,0.01979232206940651,381.79058837890625,668.9221801757812,0.03395256772637367
121,395.23394775390625,661.8671264648438,0.029654307290911674,380.9476623535156,654.5818481445312,0.03984741494059563,396.5962829589844,668.082275390625,0.030768495053052902,377.9981689453125,668.4242553710938,0.0367857851088047
122,395.23394775390625,663.0445556640625,0.014165612868964672,394.884033203125,651.5787963867188,0.022782519459724426,396.5962829589844,668.082275390625,0.014159626327455044,4.72218132019043,299.1651306152344,0.027301210910081863
123,395.23394775390625,663.0445556640625,0.014937260188162327,394.884033203125,651.5787963867188,0.021957585588097572,396.5962829589844,654.5514526367188,0.0234872754663229,4.72218132019043,299.1651306152344,0.029571661725640297
124,395.23394775390625,660.8003540039062,0.014974147081375122,394.884033203125,651.5787963867188,0.022230075672268867,396.5962829589844,654.5343627929688,0.023642510175704956,4.713437557220459,299.1540832519531,0.0295949075371027
125,-1.3263044357299805,309.3110656738281,0.012305902317166328,394.4645080566406,651.63623046875,0.013713468797504902,395.6728210449219,654.3656005859375,0.011874452233314514,4.713437557220459,299.1540832519531,0.029608549550175667
126,-1.3263044357299805,308.99627685546875,0.012861822731792927,140.27842712402344,711.6458740234375,0.014551987871527672,-1.7841029167175293,304.7879943847656,0.012701224535703659,4.5824995040893555,299.1651306152344,0.030396485701203346
127,-1.3263044357299805,308.9705810546875,0.013647840358316898,140.27842712402344,711.6458740234375,0.013689793646335602,-1.8366775512695312,304.6744689941406,0.013381266966462135,4.448177814483643,299.1845703125,0.031939852982759476
128,-1.2738966941833496,308.9949035644531,0.013661153614521027,140.27842712402344,711.6458740234375,0.013728258199989796,-1.8366775512695312,304.6744689941406,0.013528814539313316,4.434845924377441,299.14617919921875,0.03212933614850044
129,-1.203679084777832,308.9920349121094,0.01394227147102356,140.27210998535156,711.64697265625,0.013691924512386322,-1.9705538749694824,304.6744689941406,0.013730518519878387,4.393815517425537,299.1377868652344,0.03228460252285004
